protein_id,dataset,aliases,go_terms,go_term_names_if_available,go_namespaces,non_generic_go_terms,neighbor_ids,weighted_degree,local_clustering,k_core_score,text_profile,evidence_richness,annotation_uncertainty,weighted_degree_norm,local_clustering_norm,k_core_score_norm,evidence_richness_norm,annotation_uncertainty_norm
YKL144C,gavin,,GO:0001056;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0006351;GO:0006384;GO:0042797,,,GO:0001056;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0006351;GO:0006384;GO:0042797,YPR110C;YOR210W;YPR190C;YOR224C;YDR045C;YNL151C;YNL113W;YKR025W;YOR116C;YPR187W;YBR154C;YDR005C;YJL011C;YNR003C;YDL150W;YOR207C,4.569554491966568,0.15819766538698168,9,YKL144C GO:0001056 GO:0003677 GO:0003899 GO:0005634 GO:0005666 GO:0006351 GO:0006384 GO:0042797,9,0.0,0.4591473549769927,0.22339907886850788,0.34782608695652173,0.12307692307692308,0.0
YPR110C,gavin,,GO:0001054;GO:0001056;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0005730;GO:0005736;GO:0006351;GO:0006360;GO:0042254;GO:0042797;GO:0046983;GO:0070893,,,GO:0001054;GO:0001056;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0005730;GO:0005736;GO:0006351;GO:0006360;GO:0042254;GO:0042797;GO:0046983;GO:0070893,YKL144C;YBR245C;YOR210W;YPR190C;YOR224C;YNL151C;YBR049C;YPR010C;YKR025W;YOR116C;YGL156W;YPR032W;YPR187W;YBR154C;YJR063W;YOR340C;YDR005C;YNL248C;YNR003C;YOR341W;YDL150W;YOR207C,6.2017871056085205,0.10411534976300872,9,YPR110C GO:0001054 GO:0001056 GO:0003677 GO:0003899 GO:0005634 GO:0005666 GO:0005730 GO:0005736 GO:0006351 GO:0006360 GO:0042254 GO:0042797 GO:0046983 GO:0070893,15,0.0,0.6231705159986373,0.1470266528664127,0.34782608695652173,0.2153846153846154,0.0
YOR210W,gavin,,GO:0001054;GO:0001055;GO:0001056;GO:0001172;GO:0003677;GO:0003899;GO:0003968;GO:0005634;GO:0005665;GO:0005666;GO:0005730;GO:0005736;GO:0006351;GO:0006360;GO:0006366;GO:0006383;GO:0008270;GO:0042254;GO:0042797;GO:0046872,,,GO:0001054;GO:0001055;GO:0001056;GO:0001172;GO:0003677;GO:0003899;GO:0003968;GO:0005634;GO:0005665;GO:0005666;GO:0005730;GO:0005736;GO:0006351;GO:0006360;GO:0006366;GO:0006383;GO:0008270;GO:0042254;GO:0042797;GO:0046872,YKL144C;YPR110C;YIL021W;YDL213C;YGL156W;YPR032W;YJR063W;YOR340C;YGL070C;YDL115C;YNL248C;YOR341W;YFR028C,1.4453074240984876,0.03711103104148094,8,YOR210W GO:0001054 GO:0001055 GO:0001056 GO:0001172 GO:0003677 GO:0003899 GO:0003968 GO:0005634 GO:0005665 GO:0005666 GO:0005730 GO:0005736 GO:0006351 GO:0006360 GO:0006366 GO:0006383 GO:0008270 GO:0042254 GO:0042797 GO:0046872,21,0.0,0.145191564851641,0.052406400121311064,0.30434782608695654,0.3076923076923077,0.0
YPR190C,gavin,,GO:0001056;GO:0003677;GO:0003697;GO:0003899;GO:0005634;GO:0005666;GO:0005737;GO:0006351;GO:0042797,,,GO:0001056;GO:0003677;GO:0003697;GO:0003899;GO:0005634;GO:0005666;GO:0005737;GO:0006351;GO:0042797,YKL144C;YPR110C;YOR224C;YDR045C;YNL151C;YKR025W;YOR116C;YPR187W;YBR154C;YDR005C;YNR003C;YDL150W;YOR207C,5.035172640510661,0.2433175740554961,9,YPR190C GO:0001056 GO:0003677 GO:0003697 GO:0003899 GO:0005634 GO:0005666 GO:0005737 GO:0006351 GO:0042797,10,0.0,0.5059373528700263,0.3436012900920527,0.34782608695652173,0.13846153846153847,0.0
YOR224C,gavin,,GO:0001054;GO:0001055;GO:0001056;GO:0001172;GO:0003677;GO:0003899;GO:0003968;GO:0005634;GO:0005665;GO:0005666;GO:0005736;GO:0006351;GO:0006360;GO:0006366;GO:0006383;GO:0042254;GO:0042797,,,GO:0001054;GO:0001055;GO:0001056;GO:0001172;GO:0003677;GO:0003899;GO:0003968;GO:0005634;GO:0005665;GO:0005666;GO:0005736;GO:0006351;GO:0006360;GO:0006366;GO:0006383;GO:0042254;GO:0042797,YKL144C;YPR110C;YIL021W;YPR190C;YPR010C;YOR116C;YGR005C;YOR151C;YJR063W;YOR340C;YDR404C;YDL115C;YNR003C;YOR341W;YDL150W;YER139C,3.2101803413206045,0.07877164719121083,8,YOR224C GO:0001054 GO:0001055 GO:0001056 GO:0001172 GO:0003677 GO:0003899 GO:0003968 GO:0005634 GO:0005665 GO:0005666 GO:0005736 GO:0006351 GO:0006360 GO:0006366 GO:0006383 GO:0042254 GO:0042797,18,0.0,0.3225437585676792,0.11123750391906674,0.30434782608695654,0.26153846153846155,0.0
YDR045C,gavin,,GO:0001056;GO:0003676;GO:0003899;GO:0005634;GO:0005666;GO:0005730;GO:0006351;GO:0006386;GO:0008270;GO:0042779;GO:0042797;GO:0046872,,,GO:0001056;GO:0003676;GO:0003899;GO:0005634;GO:0005666;GO:0005730;GO:0006351;GO:0006386;GO:0008270;GO:0042779;GO:0042797;GO:0046872,YKL144C;YPR190C;YNL151C;YNL113W;YKR025W;YOR116C;YDR005C;YJL011C;YNR003C;YDL150W;YOR207C,1.0681981140134034,0.09213959596208324,9,YDR045C GO:0001056 GO:0003676 GO:0003899 GO:0005634 GO:0005666 GO:0005730 GO:0006351 GO:0006386 GO:0008270 GO:0042779 GO:0042797 GO:0046872,13,0.0,0.10729582586574206,0.13011507353723414,0.34782608695652173,0.18461538461538463,0.0
YNL151C,gavin,,GO:0000790;GO:0001056;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0006383;GO:0006384;GO:0016740;GO:0016779;GO:0042797,,,GO:0000790;GO:0001056;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0006383;GO:0006384;GO:0016740;GO:0016779;GO:0042797,YKL144C;YPR110C;YPR190C;YDR045C;YNL113W;YKR025W;YOR116C;YGL156W;YPR032W;YDR005C;YJL011C;YNR003C;YDL150W;YOR207C,2.119736593472302,0.11401974926156042,9,YNL151C GO:0000790 GO:0001056 GO:0003677 GO:0003899 GO:0005634 GO:0005666 GO:0006383 GO:0006384 GO:0016740 GO:0016779 GO:0042797,12,0.0,0.2129649957470497,0.16101316600053284,0.34782608695652173,0.16923076923076924,0.0
YNL113W,gavin,,GO:0001054;GO:0001056;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0005730;GO:0005736;GO:0006351;GO:0006360;GO:0042254;GO:0042797;GO:0046983,,,GO:0001054;GO:0001056;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0005730;GO:0005736;GO:0006351;GO:0006360;GO:0042254;GO:0042797;GO:0046983,YKL144C;YNL084C;YDR045C;YNL151C;YPR010C;YKR025W;YOR116C;YDR005C;YJL011C;YDL150W;YOR207C,1.187719861359536,0.07482739022898537,9,YNL113W GO:0001054 GO:0001056 GO:0003677 GO:0003899 GO:0005634 GO:0005666 GO:0005730 GO:0005736 GO:0006351 GO:0006360 GO:0042254 GO:0042797 GO:0046983,14,0.0,0.11930657399483408,0.10566761532414708,0.34782608695652173,0.2,0.0
YKR025W,gavin,,GO:0001056;GO:0003899;GO:0005634;GO:0005666;GO:0006351;GO:0042797,,,GO:0001056;GO:0003899;GO:0005634;GO:0005666;GO:0006351;GO:0042797,YKL144C;YPR110C;YPR190C;YDR045C;YNL151C;YNL113W;YOR116C;YJL011C;YNR003C;YDL150W;YOR207C,2.2336361024324205,0.18640132726860906,9,YKR025W GO:0001056 GO:0003899 GO:0005634 GO:0005666 GO:0006351 GO:0042797,7,0.0,0.22441076477672667,0.2632269237969508,0.34782608695652173,0.09230769230769231,0.0
YOR116C,gavin,,GO:0001056;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0006351;GO:0016740;GO:0016779;GO:0042797;GO:0046872,,,GO:0001056;GO:0003677;GO:0003899;GO:0005634;GO:0005666;GO:0006351;GO:0016740;GO:0016779;GO:0042797;GO:0046872,YKL144C;YPR110C;YFR037C;YPR190C;YDR224C;YOR224C;YDR045C;YNL151C;YNL113W;YKR025W;YPR187W;YBR154C;YDR005C;YJL011C;YNR003C;YKL213C;YDL150W;YOR207C,4.935346847068386,0.13648597218283937,9,YOR116C GO:0001056 GO:0003677 GO:0003899 GO:0005634 GO:0005666 GO:0006351 GO:0016740 GO:0016779 GO:0042797 GO:0046872,11,0.0,0.49590585242392177,0.1927388775904669,0.34782608695652173,0.15384615384615385,0.0
YPR187W,gavin,,GO:0001054;GO:0001055;GO:0001056;GO:0001172;GO:0003677;GO:0003899;GO:0003968;GO:0005634;GO:0005665;GO:0005666;GO:0005736;GO:0005737;GO:0006351;GO:0006360;GO:0006366;GO:0006383;GO:0042254;GO:0042797,,,GO:0001054;GO:0001055;GO:0001056;GO:0001172;GO:0003677;GO:0003899;GO:0003968;GO:0005634;GO:0005665;GO:0005666;GO:0005736;GO:0005737;GO:0006351;GO:0006360;GO:0006366;GO:0006383;GO:0042254;GO:0042797,YKL144C;YPR110C;YIL021W;YPR190C;YOR116C;YGR005C;YJL140W;YOR151C;YJR063W;YOR340C;YDR404C;YGR186W;YDL140C;YGL070C;YNL248C;YOR341W;YDL150W;YOR207C,4.153864771188877,0.08529476531697308,8,YPR187W GO:0001054 GO:0001055 GO:0001056 GO:0001172 GO:0003677 GO:0003899 GO:0003968 GO:0005634 GO:0005665 GO:0005666 GO:0005736 GO:0005737 GO:0006351 GO:0006360 GO:0006366 GO:0006383 GO:0042254 GO:0042797,19,0.0,0.41737466802275547,0.12044913531123061,0.30434782608695654,0.27692307692307694,0.0
