community_id,protein_id,membership_type,membership_score,topology_score,semantic_score,go_score,expansion_gain
0,YBR154C,core,0.7032317413319702,0.4444444444444444,0.9620190382194961,1.0,0.0
0,YDL150W,core,0.6871150138394717,0.48148148148148145,0.8927485461974619,1.0,0.0
0,YDR005C,core,0.48904980064147774,0.37037037037037035,0.6077292309125851,1.0,0.0
0,YDR045C,core,0.668070873640097,0.4074074074074074,0.9287343398727865,1.0,0.0
0,YFR028C,core,0.30677182768991784,0.1111111111111111,0.5024325442687246,1.0,0.0
0,YGL156W,core,0.32177798809415686,0.2222222222222222,0.4213337539660915,1.0,0.0
0,YIL021W,core,0.5435655019753313,0.18518518518518517,0.9019458187654774,1.0,0.0
0,YJL011C,core,0.6306446709862972,0.37037037037037035,0.890918971602224,1.0,0.0
0,YJR063W,core,0.6596242697060289,0.4444444444444444,0.8748040949676135,1.0,0.0
0,YKL144C,core,0.7604564704668917,0.5925925925925926,0.9283203483411909,1.0,0.0
0,YKL213C,core,0.2619479447792894,0.07407407407407407,0.44982181548450473,1.0,0.0
0,YKR025W,core,0.6587466766679895,0.4074074074074074,0.9100859459285716,1.0,0.0
0,YNL113W,core,0.663859636271076,0.37037037037037035,0.9573489021717816,1.0,0.0
0,YNL151C,core,0.7027118008017414,0.5185185185185185,0.8869050830849645,1.0,0.0
0,YNL248C,core,0.6604708834478559,0.37037037037037035,0.9505713965253413,1.0,0.0
0,YNR003C,core,0.6857136232007949,0.48148148148148145,0.8899457649201082,1.0,0.0
0,YOL005C,core,0.4704572690779686,0.037037037037037035,0.9038775011189001,1.0,0.0
0,YOR116C,core,0.7676632164510722,0.5925925925925926,0.9427338403095517,1.0,0.0
0,YOR207C,core,0.7333471398749764,0.5185185185185185,0.9481757612314342,1.0,0.0
0,YOR210W,core,0.669915440285762,0.37037037037037035,0.9694605102011536,1.0,0.0
0,YOR224C,core,0.6820138653268312,0.4074074074074074,0.956620323246255,1.0,0.0
0,YOR340C,core,0.6449898814606483,0.37037037037037035,0.9196093925509262,1.0,0.0
0,YOR341W,core,0.6444445560102189,0.37037037037037035,0.9185187416500674,1.0,0.0
0,YPR010C,core,0.6210956787563124,0.2962962962962963,0.9458950612163285,1.0,0.0
0,YPR032W,core,0.32896099829253567,0.2222222222222222,0.4356997743628491,1.0,0.0
0,YPR110C,core,0.8518761669409127,0.7407407407407407,0.9630115931410848,1.0,0.0
0,YPR187W,core,0.6854593790971953,0.4074074074074074,0.9635113507869834,1.0,0.0
0,YPR190C,core,0.7117532969164816,0.48148148148148145,0.9420251123514818,1.0,0.0
1,YBR154C,core,0.5610760864953604,0.3684210526315789,0.753731120359142,1.0,0.0
1,YDL115C,core,0.5557192871752712,0.5789473684210527,0.5324912059294898,1.0,0.0
1,YDL140C,core,0.6612634031560852,0.47368421052631576,0.8488425957858546,1.0,0.0
1,YDR390C,core,0.3640402458659938,0.05263157894736842,0.6754489127846192,1.0,0.0
1,YDR404C,core,0.8486152400410044,0.7894736842105263,0.9077567958714825,1.0,0.0
1,YER139C,core,0.46828541533755313,0.21052631578947367,0.7260445148856326,1.0,0.0
1,YGL070C,core,0.7180144101730956,0.5789473684210527,0.8570814519251387,1.0,0.0
1,YGR005C,core,0.7773179714079247,0.7894736842105263,0.765162258605323,1.0,0.0
1,YGR063C,core,0.5989083959251801,0.42105263157894735,0.7767641602714128,1.0,0.0
1,YGR186W,core,0.6809724722395419,0.631578947368421,0.7303659971106629,1.0,0.0
1,YHL021C,core,0.28509849549865374,0.05263157894736842,0.517565412049939,1.0,0.0
1,YIL021W,core,0.7990419273582354,0.7368421052631579,0.861241749453313,1.0,0.0
1,YJL140W,core,0.770010166580529,0.631578947368421,0.9084413857926371,1.0,0.0
1,YJR072C,core,0.28494964137250056,0.05263157894736842,0.5172677037976328,1.0,0.0
1,YML010W,core,0.6007856170686824,0.42105263157894735,0.7805186025584174,1.0,0.0
1,YOL005C,core,0.6960409524919862,0.5789473684210527,0.8131345365629197,1.0,0.0
1,YOR151C,core,0.7557611184753557,0.6842105263157895,0.8273117106349219,1.0,0.0
1,YPR093C,core,0.5254436223904733,0.42105263157894735,0.6298346132019992,1.0,0.0
1,YPR180W,core,0.528027469187164,0.3684210526315789,0.6876338857427492,1.0,0.0
1,YPR187W,core,0.5920369931368279,0.42105263157894735,0.7630213546947086,1.0,0.0
2,YBR049C,core,0.42415857388723754,0.15789473684210525,0.6904224109323698,1.0,0.0
2,YBR245C,core,0.6143730890015584,0.3684210526315789,0.8603251253715379,1.0,0.0
2,YBR289W,core,0.5851125423773809,0.23684210526315788,0.9333829794916038,1.0,0.0
2,YCR052W,core,0.6132714142234342,0.3684210526315789,0.8581217758152896,1.0,0.0
2,YDR073W,core,0.5430515741470725,0.2631578947368421,0.8229452535573029,1.0,0.0
2,YDR224C,core,0.3027550161027397,0.18421052631578946,0.4212995058896899,1.0,0.0
