community_id,protein_id,membership_type,membership_score,topology_score,semantic_score,go_score,expansion_gain
0,YAL001C,core,0.88816183468304,0.8,0.97632366936608,1.0,0.0
0,YBR123C,core,0.9988702615634719,1.0,0.9977405231269437,1.0,0.0
0,YDR362C,core,0.9986074681623913,1.0,0.9972149363247828,1.0,0.0
0,YGR047C,core,0.8939986904600141,0.8,0.9879973809200282,1.0,0.0
0,YOR110W,core,0.8912502879327482,0.8,0.9825005758654963,1.0,0.0
0,YPL007C,core,0.697968925093074,0.4,0.9959378501861479,1.0,0.0
1,YBL024W,inner_orbit,0.3478014558136674,0.0392156862745098,0.656387225352825,1.0,0.0
1,YBR054W,inner_orbit,0.2878617672688726,0.0196078431372549,0.5561156914004902,1.0,0.0
1,YCR043C,inner_orbit,0.2526414078067376,0.0784313725490196,0.42685144306445566,1.0,0.0
1,YDL053C,inner_orbit,0.349301974386545,0.09803921568627451,0.6005647330868155,1.0,0.0
1,YDL168W,inner_orbit,0.40247306181893305,0.09803921568627451,0.7069069079515916,1.0,0.0
1,YDR207C,inner_orbit,0.3447813566345784,0.0392156862745098,0.650347026994647,1.0,0.0
1,YDR381W,core,0.6330322808322225,0.5490196078431373,0.7170449538213077,1.0,0.0
1,YEL036C,inner_orbit,0.3373137209831129,0.0196078431372549,0.6550195988289709,1.0,0.0
1,YGL008C,inner_orbit,0.3448710236116606,0.0196078431372549,0.6701342040860663,1.0,0.0
1,YGL067W,inner_orbit,0.3911921554766274,0.0196078431372549,0.7627764678159998,1.0,0.0
1,YGL099W,inner_orbit,0.350193559830875,0.058823529411764705,0.6415635902499853,1.0,0.0
1,YGL166W,inner_orbit,0.3082253533478961,0.0196078431372549,0.5968428635585372,1.0,0.0
1,YGL203C,inner_orbit,0.2932946440697335,0.0196078431372549,0.566981445002212,1.0,0.0
1,YGR090W,inner_orbit,0.41914630762280536,0.13725490196078433,0.7010377132848263,1.0,0.0
1,YHR039C,inner_orbit,0.25921914492246084,0.0784313725490196,0.4400069172959021,1.0,0.0
1,YHR052W,inner_orbit,0.44658308240430333,0.09803921568627451,0.7951269491223322,1.0,0.0
1,YHR127W,inner_orbit,0.255782518218654,0.0392156862745098,0.4723493501627982,1.0,0.0
1,YJL006C,inner_orbit,0.39868382698577615,0.058823529411764705,0.7385441245597876,1.0,0.0
1,YJL168C,inner_orbit,0.40496220381087944,0.0392156862745098,0.7707087213472491,1.0,0.0
1,YKL139W,inner_orbit,0.41821816880131235,0.0392156862745098,0.7972206513281149,1.0,0.0
1,YKR024C,inner_orbit,0.40473277408306946,0.11764705882352941,0.6918184893426095,1.0,0.0
1,YKR081C,inner_orbit,0.4394658898903118,0.1568627450980392,0.7220690346825844,1.0,0.0
1,YLR002C,inner_orbit,0.40159426405388043,0.13725490196078433,0.6659336261469766,1.0,0.0
1,YLR150W,inner_orbit,0.5435551119162894,0.27450980392156865,0.8126004199110101,1.0,0.0
1,YLR333C,inner_orbit,0.1906385099978502,0.0392156862745098,0.34206133372119063,1.0,0.0
1,YLR435W,inner_orbit,0.373536263515707,0.0784313725490196,0.6686411544823945,1.0,0.0
1,YLR455W,inner_orbit,0.3897237006368679,0.13725490196078433,0.6421924993129515,1.0,0.0
1,YML112W,inner_orbit,0.4476095470534801,0.058823529411764705,0.8363955646951955,1.0,0.0
1,YMR123W,inner_orbit,0.26609363558181326,0.058823529411764705,0.47336374175186186,1.0,0.0
1,YMR128W,inner_orbit,0.3880024868339722,0.0784313725490196,0.6975736011189249,1.0,0.0
1,YMR229C,inner_orbit,0.4947038150658934,0.27450980392156865,0.7148978262102181,1.0,0.0
1,YMR290C,inner_orbit,0.45501175529626453,0.11764705882352941,0.7923764517689996,1.0,0.0
1,YNL061W,inner_orbit,0.44675235689598203,0.17647058823529413,0.7170341255566699,1.0,0.0
1,YNL110C,inner_orbit,0.43755577074465946,0.13725490196078433,0.7378566395285345,1.0,0.0
1,YNL176C,inner_orbit,0.19218998873703363,0.0196078431372549,0.3647721343368124,1.0,0.0
1,YNL207W,inner_orbit,0.37787745870221306,0.0196078431372549,0.7361470742671712,1.0,0.0
1,YNR051C,inner_orbit,0.38164626443215954,0.09803921568627451,0.6652533131780446,1.0,0.0
1,YNR053C,inner_orbit,0.3673194780709851,0.058823529411764705,0.6758154267302054,1.0,0.0
1,YOL033W,inner_orbit,0.2896805148802223,0.0196078431372549,0.5597531866231896,1.0,0.0
1,YOL077C,inner_orbit,0.40526244146808754,0.0392156862745098,0.7713091966616653,1.0,0.0
1,YOR056C,inner_orbit,0.43715016827482356,0.0392156862745098,0.8350846502751373,1.0,0.0
1,YOR206W,inner_orbit,0.4794657605420778,0.2549019607843137,0.7040295602998419,1.0,0.0
1,YOR213C,inner_orbit,0.2699641412780173,0.0392156862745098,0.5007125962815249,1.0,0.0
1,YOR243C,inner_orbit,0.36985679767131624,0.0196078431372549,0.7201057522053775,1.0,0.0
1,YOR294W,inner_orbit,0.49236921173967785,0.29411764705882354,0.6906207764205321,1.0,0.0
1,YOR359W,inner_orbit,0.39119136170991975,0.0196078431372549,0.7627748802825846,1.0,0.0
1,YPL085W,inner_orbit,0.342035960043994,0.0196078431372549,0.6644640769507331,1.0,0.0
1,YPL093W,inner_orbit,0.3930823459474823,0.0392156862745098,0.7469490056204549,1.0,0.0
1,YPL146C,inner_orbit,0.43688520949716975,0.09803921568627451,0.775731203308065,1.0,0.0
1,YPL150W,inner_orbit,0.28466597010308115,0.0196078431372549,0.5497240970689073,1.0,0.0
1,YPL209C,inner_orbit,0.3755721244253809,0.0392156862745098,0.711928562576252,1.0,0.0
1,YPL227C,inner_orbit,0.3002885887537395,0.0392156862745098,0.5613614912329692,1.0,0.0
2,YAL007C,core,0.8663336097737454,0.875,0.8576672195474908,1.0,0.0
2,YAR002C-A,inner_orbit,0.5612435106719016,0.25,0.8724870213438032,1.0,0.0
2,YDR086C,inner_orbit,0.4925857369104535,0.125,0.860171473820907,1.0,0.0
2,YEL030W,inner_orbit,0.3577296298682617,0.125,0.5904592597365234,1.0,0.0
2,YGL200C,core,0.6120292766596467,0.375,0.8490585533192935,1.0,0.0
2,YGR231C,inner_orbit,0.3612434710474686,0.125,0.5974869420949372,1.0,0.0
2,YJL034W,inner_orbit,0.5159208234633688,0.25,0.7818416469267376,1.0,0.0
2,YML012W,inner_orbit,0.541042072191072,0.25,0.8320841443821442,1.0,0.0
2,YMR214W,core,0.5421177982434406,0.375,0.7092355964868814,1.0,0.0
3,YBL002W,core,0.5185022520042979,0.3673469387755102,0.6696575652330856,1.0,0.0
3,YBL003C,core,0.6711311776066395,0.6122448979591837,0.7300174572540953,1.0,0.0
3,YBR009C,inner_orbit,0.5276424347193766,0.3469387755102041,0.7083460939285491,1.0,0.0
3,YBR010W,inner_orbit,0.5288210101473869,0.3469387755102041,0.7107032447845697,1.0,0.0
3,YBR049C,inner_orbit,0.4120573129929724,0.04081632653061224,0.7832982994553325,1.0,0.0
3,YCR028C-A,inner_orbit,0.41841903185655865,0.061224489795918366,0.775613573917199,1.0,0.0
3,YCR087C-A,inner_orbit,0.33511948836265754,0.04081632653061224,0.6294226501947028,1.0,0.0
3,YDL156W,inner_orbit,0.4208995488317502,0.04081632653061224,0.8009827711328881,1.0,0.0
3,YDR052C,inner_orbit,0.4180485132247277,0.04081632653061224,0.7952806999188431,1.0,0.0
3,YDR174W,inner_orbit,0.5844818929271517,0.24489795918367346,0.92406582667063,1.0,0.0
3,YDR224C,inner_orbit,0.4543502581125541,0.1836734693877551,0.7250270468373531,1.0,0.0
3,YDR463W,inner_orbit,0.3616794997439219,0.04081632653061224,0.6825426729572315,1.0,0.0
3,YEL012W,inner_orbit,0.2871844287751683,0.04081632653061224,0.5335525310197243,1.0,0.0
3,YER116C,inner_orbit,0.38911103653841916,0.12244897959183673,0.6557730934850016,1.0,0.0
3,YGL035C,inner_orbit,0.40485507201019894,0.08163265306122448,0.7280774909591734,1.0,0.0
3,YGL207W,inner_orbit,0.576022017407505,0.30612244897959184,0.8459215858354181,1.0,0.0
3,YGL241W,inner_orbit,0.3274804196316189,0.08163265306122448,0.5733281862020133,1.0,0.0
3,YGL252C,inner_orbit,0.45906566221839273,0.10204081632653061,0.8160905081102549,1.0,0.0
3,YHR035W,inner_orbit,0.3236048740040955,0.02040816326530612,0.6268015847428848,1.0,0.0
3,YIL076W,inner_orbit,0.3400555719197327,0.12244897959183673,0.5576621642476286,1.0,0.0
3,YIL150C,inner_orbit,0.329682240689645,0.02040816326530612,0.6389563181139839,1.0,0.0
3,YIL173W,inner_orbit,0.3160163342496316,0.04081632653061224,0.5912163419686509,1.0,0.0
3,YJL047C,inner_orbit,0.36494631582703146,0.061224489795918366,0.6686681418581446,1.0,0.0
3,YLR022C,inner_orbit,0.3612612188177177,0.061224489795918366,0.6612979478395171,1.0,0.0
3,YLR133W,inner_orbit,0.33909702221817223,0.04081632653061224,0.6373777179057322,1.0,0.0
3,YLR320W,inner_orbit,0.38082435616215715,0.12244897959183673,0.6391997327324775,1.0,0.0
3,YLR410W,inner_orbit,0.4106227335989714,0.04081632653061224,0.7804291406673305,1.0,0.0
3,YML069W,inner_orbit,0.5291608598542207,0.24489795918367346,0.813423760524768,1.0,0.0
3,YML103C,inner_orbit,0.26409678908814654,0.02040816326530612,0.5077854149109869,1.0,0.0
3,YML107C,inner_orbit,0.317994883595421,0.02040816326530612,0.6155816039255358,1.0,0.0
3,YMR041C,inner_orbit,0.24174853538538127,0.02040816326530612,0.4630889075054564,1.0,0.0
3,YMR044W,inner_orbit,0.343691940790142,0.08163265306122448,0.6057512285190595,1.0,0.0
