candidate_id,size,topology_cohesion,weighted_internal_density,conductance,black_hole_core_strength,semantic_coherence,non_generic_go_coherence,evidence_richness,annotation_uncertainty,size_prior_score,overlap_plausibility_score,candidate_score
322,22,0.8656958261196227,0.9004329004329005,0.038578193107534436,0.5324752352333335,0.9530119224648123,1.0,1.0,0.0,0.9911505004882849,1.0,0.7108045731335774
374,9,0.9979160977719604,1.0,0.0020839022280395242,0.4731799353808739,0.9810665844096533,1.0,1.0,0.0,0.7642281651714904,1.0,0.7088178968312788
239,9,0.9979160977719604,1.0,0.0020839022280395242,0.4731799353808739,0.9810665844096533,1.0,1.0,0.0,0.7642281651714904,1.0,0.7088178968312788
326,7,0.9939214557055965,1.0,0.006078544294403469,0.5316866785434099,0.9791370744624628,1.0,1.0,0.0,0.6869075574573879,1.0,0.7070893023348725
106,7,0.9939214557055965,1.0,0.006078544294403469,0.5316866785434099,0.9791370744624628,1.0,1.0,0.0,0.6869075574573879,1.0,0.7070893023348725
362,8,0.9975519239793454,1.0,0.0024480760206545523,0.4835772512206769,0.9780093236678931,1.0,1.0,0.0,0.7261490370736909,1.0,0.7051775736676211
98,8,0.9975519239793454,1.0,0.0024480760206545523,0.4835772512206769,0.9780093236678931,1.0,1.0,0.0,0.7261490370736909,1.0,0.7051775736676211
314,14,0.8660212182255106,0.9010989010989011,0.038927672457055286,0.5732342255447291,0.9298081003639221,1.0,1.0,0.0,0.9231163463866358,1.0,0.704649221473224
128,7,0.9972718502309719,1.0,0.002728149769028173,0.507271350846594,0.962273424595924,1.0,1.0,0.0,0.6869075574573879,1.0,0.7011286329999558
330,7,0.9972718502309719,1.0,0.002728149769028173,0.507271350846594,0.962273424595924,1.0,1.0,0.0,0.6869075574573879,1.0,0.7011286329999558
354,8,0.9547742178703448,0.9642857142857143,0.009863774060383166,0.48800179791134407,0.9930029870640669,1.0,1.0,0.0,0.7261490370736909,1.0,0.6991290197385525
222,11,0.998982779986528,1.0,0.0010172200134720656,0.4466141292481294,0.8920631420960556,1.0,1.0,0.0,0.835270211411272,1.0,0.6975721219308981
410,11,0.998982779986528,1.0,0.0010172200134720656,0.4466141292481294,0.8920631420960556,1.0,1.0,0.0,0.835270211411272,1.0,0.6975721219308981
418,6,0.9910351522062664,1.0,0.008964847793733686,0.4443118434761874,0.996531695300367,1.0,1.0,0.0,0.6469051754643523,1.0,0.6916788362165951
146,6,0.9963265636743432,1.0,0.00367343632565677,0.45115510052833396,0.9803523490698561,1.0,1.0,0.0,0.6469051754643523,1.0,0.690957152975902
398,6,0.9963265636743432,1.0,0.00367343632565677,0.45115510052833396,0.9803523490698561,1.0,1.0,0.0,0.6469051754643523,1.0,0.690957152975902
342,7,0.9445520281046516,0.9523809523809523,0.008220370490115776,0.5006030426221565,0.9613659355737635,1.0,1.0,0.0,0.6869075574573879,1.0,0.6883666778745109
494,8,0.9582736527357849,1.0,0.04172634726421507,0.40729630305355624,0.9904726130724026,1.0,1.0,0.0,0.7261490370736909,1.0,0.6873376038617816
334,7,0.9895672392195536,1.0,0.010432760780446467,0.5067213122641425,0.8922344356320746,1.0,1.0,0.0,0.6869075574573879,1.0,0.6867440947765832
434,7,0.967507801373245,1.0,0.03249219862675499,0.43380336152659754,0.9737474891918139,1.0,1.0,0.0,0.6869075574573879,1.0,0.6856256754805166
380,4,1.0,1.0,0.0,0.47166788923139324,0.9708604355725267,1.0,1.0,0.0,0.5661541495171976,1.0,0.6834435597298275
191,4,1.0,1.0,0.0,0.47166788923139324,0.9708604355725267,1.0,1.0,0.0,0.5661541495171976,1.0,0.6834435597298275
378,4,1.0,1.0,0.0,0.47166788923139324,0.9708604355725267,1.0,1.0,0.0,0.5661541495171976,1.0,0.6834435597298275
379,4,1.0,1.0,0.0,0.47166788923139324,0.9708604355725267,1.0,1.0,0.0,0.5661541495171976,1.0,0.6834435597298275
381,4,1.0,1.0,0.0,0.47166788923139324,0.9708604355725267,1.0,1.0,0.0,0.5661541495171976,1.0,0.6834435597298275
306,30,0.8557935610011951,0.8827586206896552,0.03054635667833368,0.6355661411973371,0.8527609939521763,1.0,0.9933333333333333,0.006666666666666664,0.8007374029168081,1.0,0.6825283051946055
426,8,0.9613826426374366,1.0,0.03861735736256339,0.4388378181380246,0.9180021085953849,1.0,1.0,0.0,0.7261490370736909,1.0,0.679708118096952
382,7,0.9569520424396436,1.0,0.04304795756035643,0.47048731161700913,0.9134349333835038,1.0,1.0,0.0,0.6869075574573879,1.0,0.6779497409831903
502,4,1.0,1.0,0.0,0.40296947361022045,0.9958743099636166,1.0,1.0,0.0,0.5661541495171976,1.0,0.6776412947770478
503,4,1.0,1.0,0.0,0.40296947361022045,0.9958743099636166,1.0,1.0,0.0,0.5661541495171976,1.0,0.6776412947770478
262,4,1.0,1.0,0.0,0.40296947361022045,0.9958743099636166,1.0,1.0,0.0,0.5661541495171976,1.0,0.6776412947770478
505,4,1.0,1.0,0.0,0.40296947361022045,0.9958743099636166,1.0,1.0,0.0,0.5661541495171976,1.0,0.6776412947770478
504,4,1.0,1.0,0.0,0.40296947361022045,0.9958743099636166,1.0,1.0,0.0,0.5661541495171976,1.0,0.6776412947770478
402,4,0.9946494132955142,1.0,0.0053505867044859,0.44947435713283007,0.9627455458758062,1.0,1.0,0.0,0.5661541495171976,1.0,0.6774767206946465
203,4,0.9946494132955142,1.0,0.0053505867044859,0.44947435713283007,0.9627455458758062,1.0,1.0,0.0,0.5661541495171976,1.0,0.6774767206946465
490,4,0.9936049544718287,1.0,0.006395045528171231,0.4087930978789087,0.9922222698136838,1.0,1.0,0.0,0.5661541495171976,1.0,0.6764505611741655
199,4,0.9936049544718287,1.0,0.006395045528171231,0.4087930978789087,0.9922222698136838,1.0,1.0,0.0,0.5661541495171976,1.0,0.6764505611741655
64,15,0.7609847951035381,0.7904761904761904,0.03730839173648791,0.5732342255447291,0.8891147927030679,1.0,0.9866666666666667,0.013333333333333327,0.9459594689067654,1.0,0.6756242543765185
205,9,0.8582389465694917,0.8611111111111112,0.0033354168870419042,0.48800179791134407,0.9262284756979855,1.0,1.0,0.0,0.7642281651714904,1.0,0.670441343378206
107,4,0.9857559248089436,1.0,0.014244075191056428,0.375693618807975,0.9933012662015697,1.0,1.0,0.0,0.5661541495171976,1.0,0.6699530721375101
